agent_id,segment,tenure_months,monthly_contracts,retention_rate_13m,commission_rate,customer_satisfaction,cross_sell_count,complaint_count,training_hours,churned_12m,monthly_premium_10k,commission_cost_10k,cluster,cluster_segment
AG01291,Developing,64,1.6,78.4,37.6,4.6,2,1,4.4,0,196.0,74.0,2,Developing
AG01292,Stable,113,10.4,82.2,43.6,6.6,2,1,5.7,0,2635.0,1149.0,2,Developing
AG01293,Stable,47,10.2,80.3,37.9,6.2,3,1,9.9,0,1993.0,755.0,2,Developing
AG01294,Stable,9,3.1,76.6,37.4,6.9,1,1,12.4,0,845.0,316.0,1,Stable
AG01295,Stable,28,5.4,70.7,41.0,8.5,2,0,10.5,0,1516.0,622.0,2,Developing
AG01296,Star,32,11.1,92.4,46.2,7.2,6,0,11.3,0,3334.0,1540.0,0,Star
AG01297,Stable,15,7.2,72.5,38.1,7.8,0,0,13.2,0,2149.0,819.0,1,Stable
AG01298,Developing,30,1.9,59.5,34.9,7.5,0,0,6.4,0,395.0,138.0,3,At-Risk
AG01299,Stable,99,4.6,79.8,38.5,5.8,5,1,0.5,0,1238.0,477.0,2,Developing
AG01300,Stable,19,9.1,78.9,41.4,6.9,0,2,9.0,0,2134.0,883.0,2,Developing
AG01301,Stable,21,6.5,86.5,40.4,7.4,1,0,14.8,0,1579.0,638.0,1,Stable
AG01302,Developing,32,4.6,62.6,33.3,9.0,1,0,8.2,0,907.0,302.0,1,Stable
AG01303,Stable,19,5.5,86.0,38.0,7.9,1,2,8.3,0,1400.0,532.0,1,Stable
AG01304,Developing,52,5.1,62.0,27.9,7.7,1,0,2.2,0,870.0,243.0,2,Developing
AG01305,At-Risk,15,0.0,70.2,28.8,7.9,0,1,8.7,0,0.0,0.0,3,At-Risk
AG01306,Stable,28,5.3,76.3,41.3,6.5,0,1,10.6,0,1616.0,667.0,1,Stable
AG01307,Developing,44,4.4,78.5,35.4,7.9,1,2,5.3,0,957.0,339.0,2,Developing
AG01308,Star,7,3.5,94.0,49.0,8.5,0,0,21.0,0,1341.0,657.0,1,Stable
AG01309,At-Risk,21,0.9,53.3,24.5,4.5,0,2,10.3,1,104.0,25.0,3,At-Risk
AG01310,Stable,18,5.2,83.4,39.0,6.0,3,1,13.3,0,1587.0,619.0,1,Stable
AG01311,At-Risk,16,0.7,73.8,20.9,7.8,0,2,11.5,1,91.0,19.0,3,At-Risk
AG01312,Stable,14,3.3,76.8,42.6,5.9,1,0,13.8,1,815.0,347.0,1,Stable
AG01313,Star,5,4.5,87.2,45.1,9.1,0,0,21.8,0,1486.0,670.0,1,Stable
AG01314,Star,35,9.2,91.6,48.5,7.0,1,0,7.3,0,2784.0,1350.0,0,Star
AG01315,Developing,3,1.8,64.4,29.4,7.3,1,1,18.2,0,292.0,86.0,1,Stable
AG01316,Stable,63,6.4,83.7,41.1,7.8,0,0,2.8,0,1836.0,755.0,2,Developing
AG01317,Star,12,6.5,90.7,48.5,7.8,2,1,17.8,0,1647.0,799.0,1,Stable
AG01318,Developing,10,1.9,67.0,32.2,5.8,0,0,18.0,1,385.0,124.0,1,Stable
AG01319,At-Risk,11,0.9,60.3,24.4,4.5,0,2,14.9,0,83.0,20.0,3,At-Risk
AG01320,Stable,71,6.4,84.5,44.9,7.4,4,0,2.9,0,1476.0,663.0,2,Developing
AG01321,Stable,12,1.7,85.3,32.9,6.3,1,0,14.8,0,453.0,149.0,1,Stable
AG01322,Star,23,11.6,90.0,51.3,7.8,2,1,12.4,0,3389.0,1739.0,0,Star
AG01323,Developing,3,0.0,58.4,33.2,6.6,1,2,19.6,0,0.0,0.0,3,At-Risk
AG01324,Stable,54,7.9,77.7,41.6,9.0,1,0,7.1,0,1871.0,778.0,2,Developing
AG01325,At-Risk,64,0.4,65.8,34.0,6.4,0,1,2.9,1,41.0,14.0,3,At-Risk
AG01326,Stable,1,1.5,82.6,36.8,7.1,1,1,21.7,0,389.0,143.0,1,Stable
AG01327,Stable,10,6.4,69.6,35.8,7.4,2,1,13.9,0,1403.0,502.0,1,Stable
AG01328,Stable,5,4.3,84.9,41.7,6.5,0,1,20.8,0,846.0,353.0,1,Stable
AG01329,Stable,113,9.5,80.7,45.4,8.3,6,0,0.4,0,1931.0,877.0,2,Developing
AG01330,Developing,7,2.1,67.1,36.3,4.4,0,0,16.8,1,309.0,112.0,1,Stable
AG01331,Stable,40,7.8,80.0,33.6,7.8,2,1,7.7,0,2121.0,713.0,2,Developing
AG01332,Stable,47,4.8,69.9,42.1,7.5,0,0,3.1,0,999.0,421.0,2,Developing
AG01333,At-Risk,79,0.8,66.2,25.5,6.0,0,3,4.5,1,100.0,26.0,3,At-Risk
AG01334,At-Risk,13,1.1,54.1,25.0,5.5,0,2,9.5,0,132.0,33.0,3,At-Risk
AG01335,At-Risk,3,1.9,49.2,29.8,2.6,1,0,17.5,1,253.0,75.0,3,At-Risk
AG01336,Stable,2,1.4,75.9,39.9,6.0,0,0,20.2,0,332.0,132.0,1,Stable
AG01337,Stable,27,6.9,86.4,37.0,8.3,0,0,13.3,0,1955.0,723.0,1,Stable
AG01338,At-Risk,35,1.5,53.9,25.3,3.2,0,3,6.9,1,212.0,54.0,3,At-Risk
AG01339,Stable,15,7.1,77.1,36.1,8.0,1,0,13.0,0,2073.0,748.0,1,Stable
AG01340,Stable,30,6.5,83.3,34.5,8.2,1,1,10.0,0,1386.0,478.0,2,Developing
AG01341,Developing,23,2.6,74.7,38.5,6.2,0,0,7.5,1,611.0,235.0,1,Stable
AG01342,Stable,17,3.0,79.5,37.7,7.2,0,0,5.8,0,480.0,181.0,1,Stable
AG01343,Stable,33,4.4,85.1,38.8,7.1,1,0,10.5,0,967.0,375.0,1,Stable
AG01344,At-Risk,3,0.0,45.2,26.0,1.4,2,3,20.9,1,0.0,0.0,3,At-Risk
AG01345,Developing,5,3.2,70.0,29.4,7.3,0,2,17.3,0,515.0,151.0,3,At-Risk
AG01346,Stable,36,8.0,80.8,41.9,7.0,1,0,6.6,0,2060.0,863.0,2,Developing
AG01347,Stable,120,9.2,76.2,43.8,9.5,5,0,4.2,0,2532.0,1109.0,2,Developing
AG01348,Stable,31,5.7,80.1,36.1,6.7,0,0,7.2,0,1173.0,423.0,2,Developing
AG01349,Stable,17,4.8,87.3,39.4,6.0,0,0,12.1,0,882.0,348.0,1,Stable
AG01350,Developing,44,4.0,69.4,29.9,5.9,1,0,9.3,0,674.0,202.0,3,At-Risk
AG01351,Developing,120,4.5,61.4,38.0,5.1,0,0,0.0,1,909.0,345.0,2,Developing
AG01352,Stable,11,7.4,81.5,37.7,6.8,0,1,15.7,0,1598.0,602.0,1,Stable
AG01353,Stable,11,3.6,78.4,35.7,5.7,0,0,12.2,1,830.0,296.0,1,Stable
AG01354,At-Risk,0,0.8,51.5,28.3,5.6,0,1,25.1,1,119.0,34.0,3,At-Risk
AG01355,Star,14,11.0,89.9,45.7,8.8,0,1,16.7,0,3731.0,1705.0,0,Star
AG01356,Stable,3,2.3,89.4,33.4,8.5,0,0,18.3,0,755.0,252.0,1,Stable
AG01357,Stable,71,6.5,86.2,42.8,5.8,1,0,0.0,0,1652.0,707.0,2,Developing
AG01358,Developing,92,2.2,68.7,36.6,4.1,2,2,1.7,1,470.0,172.0,3,At-Risk
AG01359,Stable,4,0.9,82.4,39.5,5.5,0,0,19.3,1,247.0,98.0,1,Stable
AG01360,Developing,120,2.5,71.7,33.4,3.8,3,0,4.5,1,361.0,121.0,2,Developing
AG01361,Stable,22,4.4,81.1,40.6,7.4,0,1,7.8,0,1282.0,520.0,1,Stable
AG01362,Developing,0,2.7,61.0,32.0,7.4,0,0,20.4,0,591.0,189.0,1,Stable
AG01363,Star,82,15.5,88.1,47.6,8.7,6,0,4.7,0,5350.0,2547.0,0,Star
AG01364,Stable,14,7.4,82.8,36.4,8.5,0,0,11.6,0,1725.0,628.0,1,Stable
AG01365,Stable,54,5.3,84.0,40.8,7.9,2,0,3.1,0,1345.0,549.0,2,Developing
AG01366,Stable,13,8.0,68.2,34.4,8.8,0,1,11.7,0,2076.0,714.0,1,Stable
AG01367,Stable,8,1.9,80.7,35.4,7.5,1,1,17.2,0,518.0,183.0,1,Stable
AG01368,Stable,25,4.5,78.8,39.1,7.0,2,0,8.1,0,1103.0,431.0,2,Developing
AG01369,Stable,5,2.5,75.9,39.0,8.1,1,0,18.3,0,723.0,282.0,1,Stable
AG01370,Star,44,14.6,92.2,51.0,7.9,4,0,8.8,0,4892.0,2495.0,0,Star
AG01371,At-Risk,52,1.9,55.1,31.3,5.6,0,0,1.5,1,290.0,91.0,3,At-Risk
AG01372,Stable,7,3.7,77.7,33.4,5.8,0,1,18.1,0,1078.0,360.0,1,Stable
AG01373,Developing,41,3.0,73.9,35.5,7.0,0,2,6.0,0,539.0,191.0,3,At-Risk
AG01374,At-Risk,36,0.0,68.4,25.3,5.6,0,3,6.9,0,0.0,0.0,3,At-Risk
AG01375,Star,95,16.9,92.4,53.4,8.6,5,2,5.1,0,4602.0,2457.0,0,Star
AG01376,Developing,3,2.7,73.4,28.4,6.2,0,2,19.1,0,480.0,136.0,3,At-Risk
AG01377,At-Risk,5,1.6,58.2,28.8,4.1,0,1,18.3,1,258.0,74.0,3,At-Risk
AG01378,Developing,14,3.6,66.0,29.6,6.1,0,0,13.4,0,632.0,187.0,1,Stable
AG01379,Stable,6,0.0,70.8,35.1,4.6,0,1,15.2,1,0.0,0.0,3,At-Risk
AG01380,Stable,15,3.5,70.2,37.5,8.2,0,2,15.9,0,975.0,366.0,1,Stable
AG01381,Star,2,4.3,87.1,43.8,7.6,3,1,22.0,0,1457.0,638.0,1,Stable
AG01382,Stable,45,6.9,86.3,42.8,7.4,2,0,5.2,0,1826.0,782.0,2,Developing
AG01383,At-Risk,36,0.9,73.8,31.1,5.9,0,2,8.8,1,155.0,48.0,3,At-Risk
AG01384,At-Risk,19,0.0,37.1,23.7,5.9,0,0,10.4,0,0.0,0.0,3,At-Risk
AG01385,Star,85,16.2,94.2,45.5,8.2,6,0,6.1,0,4349.0,1979.0,0,Star
AG01386,Developing,120,5.2,75.2,35.1,6.7,4,1,0.0,0,934.0,328.0,2,Developing
AG01387,Stable,16,6.2,81.6,36.2,8.2,1,0,8.3,0,2169.0,785.0,2,Developing
AG01388,At-Risk,83,1.1,45.8,32.3,4.7,2,1,2.6,0,120.0,39.0,3,At-Risk
AG01389,Star,17,9.9,94.4,49.7,7.5,3,0,15.2,0,2805.0,1394.0,0,Star
AG01390,At-Risk,50,0.1,52.3,27.2,4.4,0,3,6.7,1,13.0,4.0,3,At-Risk
AG01391,Developing,53,4.2,69.5,33.6,4.3,1,0,5.8,0,579.0,195.0,3,At-Risk
AG01392,Stable,13,1.3,67.0,39.0,6.3,1,1,10.5,0,369.0,144.0,1,Stable
AG01393,Star,32,9.3,93.5,41.7,8.4,3,0,12.8,0,3785.0,1578.0,0,Star
AG01394,Developing,14,2.5,76.0,34.7,5.6,1,1,10.8,0,477.0,166.0,1,Stable
AG01395,Stable,43,10.9,77.1,40.5,8.5,2,0,7.1,0,2883.0,1168.0,0,Star
AG01396,Stable,15,2.7,83.6,37.9,7.9,1,0,11.8,0,617.0,234.0,1,Stable
AG01397,At-Risk,4,0.0,65.2,28.7,8.6,0,2,24.4,0,0.0,0.0,3,At-Risk
AG01398,Stable,53,8.1,78.8,41.0,7.2,1,1,3.0,0,1711.0,702.0,2,Developing
AG01399,Stable,44,10.0,86.3,35.8,7.4,0,0,5.0,0,2698.0,966.0,2,Developing
AG01400,Stable,51,8.0,85.4,38.2,7.5,0,1,4.7,0,1488.0,568.0,2,Developing
AG01401,Star,39,13.3,86.8,41.8,7.9,2,0,8.5,0,4561.0,1906.0,0,Star
AG01402,At-Risk,52,1.7,54.3,33.1,6.4,0,1,2.3,0,152.0,50.0,3,At-Risk
AG01403,Stable,7,3.3,71.9,42.6,6.3,0,0,21.3,0,1026.0,437.0,1,Stable
AG01404,Stable,45,4.8,79.3,44.4,5.9,3,0,3.8,1,829.0,368.0,2,Developing
AG01405,Stable,7,3.0,76.4,40.8,7.5,1,1,15.6,0,634.0,259.0,1,Stable
AG01406,At-Risk,30,1.8,43.0,28.5,3.6,0,2,7.5,1,185.0,53.0,3,At-Risk
AG01407,Star,31,9.1,91.2,45.8,9.1,3,0,10.9,0,3387.0,1551.0,0,Star
AG01408,At-Risk,12,2.8,52.1,32.2,5.4,0,0,12.8,0,347.0,112.0,3,At-Risk
AG01409,Developing,32,2.2,82.0,32.4,3.3,0,0,9.2,1,408.0,132.0,3,At-Risk
AG01410,Developing,45,2.8,63.5,34.0,4.5,0,0,5.4,1,476.0,162.0,3,At-Risk
AG01411,At-Risk,23,0.0,45.0,32.1,5.4,0,4,9.7,1,0.0,0.0,3,At-Risk
AG01412,Developing,4,0.2,72.9,38.9,7.2,0,2,20.0,1,37.0,14.0,1,Stable
AG01413,At-Risk,9,1.9,42.7,32.0,3.6,0,5,14.0,1,249.0,80.0,3,At-Risk
AG01414,Stable,47,7.2,73.2,43.3,6.8,3,1,3.7,0,2070.0,896.0,2,Developing
AG01415,Developing,19,2.0,77.2,29.9,6.1,0,0,11.0,1,349.0,104.0,1,Stable
AG01416,Stable,15,4.1,71.9,33.1,5.7,0,0,14.6,0,1020.0,338.0,1,Stable
AG01417,Stable,74,7.1,76.4,38.2,7.5,2,0,2.4,0,1824.0,697.0,2,Developing
AG01418,At-Risk,16,0.0,70.3,30.3,4.7,0,2,11.6,0,0.0,0.0,3,At-Risk
AG01419,At-Risk,109,2.4,52.9,36.9,5.5,0,4,0.0,0,234.0,86.0,3,At-Risk
AG01420,Developing,36,2.4,64.1,31.5,4.3,1,1,5.1,1,427.0,135.0,3,At-Risk
AG01421,Stable,64,7.4,77.1,39.7,8.0,2,0,0.1,0,1659.0,659.0,2,Developing
AG01422,Stable,17,4.2,80.7,46.0,8.3,0,2,9.0,0,1030.0,474.0,1,Stable
AG01423,Stable,55,7.3,85.4,39.4,7.7,3,1,4.8,0,2012.0,793.0,2,Developing
AG01424,Stable,10,5.5,81.5,40.7,8.0,0,0,21.8,0,1203.0,490.0,1,Stable
AG01425,Stable,11,4.5,82.7,39.6,8.2,2,1,15.0,0,1081.0,428.0,1,Stable
AG01426,Star,41,12.0,87.3,47.0,8.5,5,0,9.3,0,5082.0,2389.0,0,Star
AG01427,Star,4,8.2,89.7,42.0,8.3,4,0,20.4,0,2832.0,1189.0,0,Star
AG01428,Developing,14,1.0,65.7,34.6,4.0,0,1,11.1,1,191.0,66.0,3,At-Risk
AG01429,Stable,36,8.6,78.6,40.6,7.3,1,2,10.6,0,2152.0,874.0,2,Developing
AG01430,At-Risk,89,0.4,57.0,33.2,7.8,0,1,0.9,0,65.0,22.0,3,At-Risk
AG01431,Developing,8,2.7,65.2,35.3,4.8,0,1,12.3,1,470.0,166.0,3,At-Risk
AG01432,Star,57,14.6,87.6,48.0,9.9,5,0,7.4,0,5822.0,2795.0,0,Star
AG01433,Stable,22,5.3,82.5,38.8,5.1,0,2,9.1,0,1271.0,493.0,1,Stable
AG01434,Stable,120,6.1,80.1,39.4,8.4,2,0,3.3,0,1697.0,669.0,2,Developing
AG01435,At-Risk,68,0.0,54.6,24.2,6.7,0,0,6.3,0,0.0,0.0,3,At-Risk
AG01436,Stable,26,5.5,77.4,31.0,6.3,0,2,9.5,0,1470.0,456.0,3,At-Risk
AG01437,Stable,48,8.3,89.6,43.8,6.1,1,0,5.2,0,2042.0,894.0,2,Developing
AG01438,At-Risk,1,0.0,50.5,24.9,3.7,0,4,22.5,1,0.0,0.0,3,At-Risk
AG01439,At-Risk,61,2.1,48.6,29.7,6.8,0,2,9.0,0,207.0,61.0,3,At-Risk
AG01440,Stable,11,2.6,67.3,36.6,6.1,1,0,19.2,0,484.0,177.0,1,Stable
AG01441,Star,46,12.4,96.2,47.7,8.8,1,0,7.3,0,4571.0,2180.0,0,Star
AG01442,Stable,27,2.5,70.3,33.5,9.2,2,0,10.4,1,736.0,247.0,1,Stable
AG01443,Star,13,8.7,93.2,44.1,8.2,1,0,20.2,0,2702.0,1192.0,0,Star
AG01444,Stable,82,6.5,82.4,42.7,7.6,1,1,4.0,0,1400.0,598.0,2,Developing
AG01445,Stable,0,0.3,75.7,39.3,6.2,0,0,21.9,0,95.0,37.0,1,Stable
AG01446,At-Risk,17,0.4,51.8,28.4,3.9,0,5,10.9,1,45.0,13.0,3,At-Risk
AG01447,Stable,12,3.6,71.9,40.8,6.5,0,0,14.3,0,786.0,321.0,1,Stable
AG01448,Developing,8,0.5,68.0,33.6,8.9,0,0,14.1,0,80.0,27.0,1,Stable
AG01449,Stable,28,8.2,74.4,42.5,7.2,1,1,10.0,0,2128.0,904.0,2,Developing
AG01450,Developing,28,3.2,67.6,38.6,6.6,1,0,11.0,0,642.0,248.0,1,Stable
AG01451,Developing,25,0.3,68.4,34.0,6.7,0,0,8.3,0,45.0,15.0,3,At-Risk
AG01452,At-Risk,34,0.6,57.5,30.8,4.7,0,0,5.9,1,62.0,19.0,3,At-Risk
AG01453,At-Risk,10,1.9,65.3,25.2,3.9,0,4,13.1,1,248.0,62.0,3,At-Risk
AG01454,Stable,97,6.4,76.0,39.3,7.7,4,1,3.3,0,1753.0,689.0,2,Developing
AG01455,Star,1,5.8,93.2,51.1,8.0,4,0,24.2,0,1976.0,1010.0,0,Star
AG01456,Stable,81,6.0,85.0,38.8,7.5,0,0,0.0,0,1456.0,565.0,2,Developing
AG01457,Stable,2,2.9,83.9,37.1,6.3,0,0,26.2,0,759.0,282.0,1,Stable
AG01458,At-Risk,13,1.5,61.7,36.6,1.3,0,1,10.1,1,197.0,72.0,3,At-Risk
AG01459,Stable,20,6.6,87.6,41.3,7.5,1,2,7.8,0,1580.0,653.0,2,Developing
AG01460,Developing,6,0.1,73.6,26.3,2.5,0,1,19.5,1,21.0,6.0,3,At-Risk
AG01461,Stable,18,4.3,71.4,32.4,6.6,0,0,12.8,0,1380.0,447.0,1,Stable
AG01462,Stable,16,7.2,72.4,39.1,8.2,0,1,10.8,0,1855.0,725.0,1,Stable
AG01463,Stable,37,5.8,72.7,42.3,7.3,2,1,4.7,0,1425.0,603.0,2,Developing
AG01464,Developing,14,2.9,57.8,32.9,3.7,0,2,14.1,1,495.0,163.0,3,At-Risk
AG01465,Developing,19,1.8,63.6,31.1,5.1,0,1,11.8,1,367.0,114.0,3,At-Risk
AG01466,Stable,12,5.2,85.5,41.2,6.4,1,1,12.7,0,1348.0,555.0,1,Stable
AG01467,Stable,120,5.8,82.9,45.1,7.9,1,1,4.1,0,1696.0,765.0,2,Developing
AG01468,Developing,7,1.4,72.7,36.4,5.9,0,2,18.1,0,306.0,111.0,3,At-Risk
AG01469,Stable,19,4.5,79.8,42.0,7.6,1,0,13.7,0,1191.0,500.0,1,Stable
AG01470,At-Risk,29,2.2,45.0,28.8,1.0,1,1,7.9,0,270.0,78.0,3,At-Risk
AG01471,Stable,14,5.4,80.3,30.3,6.7,1,0,14.8,0,1387.0,420.0,1,Stable
AG01472,Stable,0,2.8,76.7,42.8,7.9,1,0,21.5,0,549.0,235.0,1,Stable
AG01473,Stable,26,5.7,74.0,40.1,7.8,0,3,9.9,0,1672.0,670.0,1,Stable
AG01474,Stable,19,4.4,82.0,42.8,8.4,1,0,11.8,0,1158.0,496.0,1,Stable
AG01475,Stable,0,2.4,76.1,34.5,7.9,0,1,23.7,0,560.0,193.0,1,Stable
AG01476,Stable,25,4.8,73.6,33.8,7.0,0,1,10.1,0,1259.0,426.0,1,Stable
AG01477,At-Risk,9,1.6,61.8,28.3,4.7,1,2,12.0,1,203.0,57.0,3,At-Risk
AG01478,Stable,39,7.0,82.8,45.0,5.5,3,0,4.7,0,2115.0,952.0,2,Developing
AG01479,Stable,1,1.6,75.4,35.3,7.4,2,1,21.4,0,443.0,156.0,1,Stable
AG01480,Stable,17,6.3,80.4,37.8,7.5,1,0,12.8,0,2040.0,771.0,1,Stable
AG01481,Star,9,7.5,94.0,46.7,7.6,0,0,20.4,0,2316.0,1082.0,1,Stable
AG01482,Stable,1,0.0,76.9,39.6,7.3,0,0,22.3,0,0.0,0.0,1,Stable
AG01483,Stable,65,5.3,84.8,43.0,4.2,5,0,1.9,0,942.0,405.0,2,Developing
AG01484,Developing,19,4.9,72.7,35.7,6.7,0,2,12.9,0,874.0,312.0,1,Stable
AG01485,Star,13,8.9,89.0,48.9,8.4,2,0,15.0,0,3385.0,1655.0,0,Star
AG01486,At-Risk,47,0.0,58.9,27.3,3.1,0,4,7.3,1,0.0,0.0,3,At-Risk
AG01487,Stable,18,6.2,80.5,42.0,7.9,1,1,14.1,0,1843.0,774.0,1,Stable
AG01488,At-Risk,32,0.6,49.8,25.3,2.2,0,1,7.3,1,76.0,19.0,3,At-Risk
AG01489,Stable,19,4.5,75.0,39.5,6.3,0,1,9.8,0,831.0,328.0,1,Stable
AG01490,Star,16,7.7,88.6,41.3,8.7,1,1,13.9,0,3085.0,1274.0,0,Star
AG01491,Developing,33,5.4,63.5,28.6,6.6,2,1,4.9,0,1099.0,314.0,3,At-Risk
AG01492,Developing,1,0.0,70.9,36.1,7.2,2,1,19.3,0,0.0,0.0,1,Stable
AG01493,Developing,18,2.0,77.3,35.6,4.3,1,0,11.1,0,370.0,132.0,1,Stable
AG01494,Stable,95,7.7,82.3,38.8,7.9,6,0,1.3,0,2315.0,898.0,2,Developing
AG01495,Developing,4,2.7,68.0,31.2,3.7,0,0,15.7,1,530.0,165.0,3,At-Risk
AG01496,At-Risk,52,3.0,56.6,29.7,4.3,0,2,3.3,0,463.0,138.0,3,At-Risk
AG01497,Developing,8,1.2,62.7,32.1,6.4,2,1,16.5,0,207.0,66.0,3,At-Risk
AG01498,Stable,63,9.1,82.1,42.7,8.9,0,0,2.8,0,2577.0,1100.0,2,Developing
AG01499,Developing,5,0.0,73.7,36.4,5.7,0,1,16.4,0,0.0,0.0,1,Stable
AG01500,Developing,14,3.4,79.5,26.7,6.1,0,0,8.4,0,620.0,166.0,1,Stable
AG01501,At-Risk,26,2.0,59.2,29.2,5.3,0,2,11.1,1,154.0,45.0,3,At-Risk
AG01502,Stable,118,6.6,83.4,45.1,6.9,3,0,2.1,0,2066.0,932.0,2,Developing
AG01503,Stable,8,2.8,83.9,32.9,6.1,0,0,17.0,1,747.0,246.0,1,Stable
AG01504,Developing,43,3.4,64.7,35.1,6.6,1,1,5.7,0,545.0,191.0,3,At-Risk
AG01505,Stable,14,6.3,76.1,42.8,7.2,2,1,14.2,0,1643.0,703.0,1,Stable
AG01506,Developing,48,1.0,70.3,37.3,3.6,0,1,5.2,1,168.0,63.0,3,At-Risk
AG01507,Stable,31,7.2,83.1,31.8,7.7,0,0,7.7,0,2134.0,679.0,2,Developing
AG01508,Stable,2,1.5,69.3,41.2,7.3,3,1,21.9,0,309.0,127.0,1,Stable
AG01509,Developing,23,5.2,76.1,32.7,6.7,0,1,11.6,0,1061.0,347.0,1,Stable
AG01510,Stable,4,3.1,77.7,36.3,6.7,3,0,21.7,0,780.0,283.0,1,Stable
AG01511,Stable,10,6.5,77.5,40.5,6.3,1,1,13.5,0,1569.0,635.0,1,Stable
AG01512,Developing,25,2.9,70.3,35.0,6.2,0,0,9.6,1,450.0,158.0,1,Stable
AG01513,Developing,6,2.0,58.1,32.6,6.6,0,0,14.4,0,462.0,151.0,3,At-Risk
AG01514,At-Risk,81,3.3,55.9,31.0,6.0,0,3,1.7,0,397.0,123.0,3,At-Risk
AG01515,Stable,17,6.8,86.6,40.2,8.8,2,0,11.5,0,1590.0,639.0,1,Stable
AG01516,Stable,22,6.8,78.7,38.8,7.6,1,0,11.5,0,1554.0,603.0,1,Stable
AG01517,At-Risk,23,0.0,58.4,35.6,6.7,0,2,9.4,0,0.0,0.0,3,At-Risk
AG01518,Stable,15,3.9,82.3,40.0,8.0,1,0,14.1,0,998.0,399.0,1,Stable
AG01519,Stable,13,7.2,70.3,38.3,7.6,1,0,12.9,0,1994.0,764.0,1,Stable
AG01520,Stable,30,4.8,78.0,41.4,8.2,0,1,6.6,0,1468.0,608.0,2,Developing
AG01521,Stable,59,9.3,76.0,47.0,6.3,1,1,2.1,0,2226.0,1046.0,2,Developing
AG01522,At-Risk,41,1.9,48.1,29.2,5.5,1,5,7.0,1,225.0,66.0,3,At-Risk
AG01523,Developing,6,1.1,71.2,29.9,7.4,0,1,16.8,0,237.0,71.0,1,Stable
AG01524,Developing,67,1.0,64.5,32.4,3.9,0,1,0.0,0,147.0,48.0,3,At-Risk
AG01525,Stable,37,6.2,92.3,35.5,7.3,0,0,7.6,0,1465.0,520.0,2,Developing
AG01526,Stable,65,10.0,77.0,31.1,7.7,3,0,1.5,0,1442.0,448.0,2,Developing
AG01527,Stable,12,3.7,79.4,37.3,8.5,0,0,14.5,0,1128.0,421.0,1,Stable
AG01528,Stable,66,5.7,81.0,39.3,9.9,2,0,1.0,0,1135.0,446.0,2,Developing
AG01529,Stable,6,2.3,70.6,37.1,7.6,0,1,17.6,0,616.0,229.0,1,Stable
AG01530,Stable,48,9.4,77.5,37.2,6.5,1,0,0.0,0,2453.0,913.0,2,Developing
AG01531,Stable,18,5.3,81.4,41.4,6.0,1,0,11.4,0,1522.0,630.0,1,Stable
AG01532,Stable,0,0.8,77.4,33.9,5.7,0,1,20.2,1,174.0,59.0,1,Stable
AG01533,Developing,80,4.5,62.9,37.5,5.1,1,1,0.2,1,904.0,339.0,2,Developing
AG01534,Star,68,14.9,98.4,43.4,7.0,5,0,7.7,0,4120.0,1788.0,0,Star
AG01535,Stable,7,2.7,67.2,39.6,6.4,0,0,16.7,0,733.0,290.0,1,Stable
AG01536,Developing,11,0.6,58.6,30.6,6.7,0,5,14.2,1,92.0,28.0,3,At-Risk
AG01537,Developing,43,5.9,77.2,29.2,5.5,1,2,3.9,0,929.0,271.0,3,At-Risk
AG01538,Developing,42,2.7,65.0,34.1,4.7,2,0,7.3,1,452.0,154.0,3,At-Risk
AG01539,Stable,39,4.8,77.1,41.5,4.3,1,0,5.1,0,1493.0,620.0,2,Developing
AG01540,Developing,2,0.0,69.9,30.5,4.4,0,2,23.4,1,0.0,0.0,3,At-Risk
AG01541,Stable,6,2.1,83.7,39.2,6.5,1,1,20.0,0,543.0,213.0,1,Stable
AG01542,Stable,3,0.8,81.1,39.6,7.9,2,0,22.5,0,174.0,69.0,1,Stable
AG01543,Stable,21,2.9,85.6,41.7,7.3,0,1,12.3,0,565.0,236.0,1,Stable
AG01544,Stable,0,0.5,72.1,38.2,6.9,1,0,20.8,0,153.0,58.0,1,Stable
AG01545,Stable,3,1.3,84.5,37.1,5.6,1,1,19.8,0,304.0,113.0,1,Stable
AG01546,Stable,26,5.7,79.4,40.5,8.3,2,2,8.4,0,1374.0,556.0,2,Developing
AG01547,Developing,4,4.3,71.8,28.6,6.5,1,0,20.6,0,858.0,245.0,1,Stable
AG01548,Stable,38,6.7,87.9,41.4,7.7,3,0,6.1,0,2310.0,956.0,2,Developing
AG01549,Stable,3,2.4,78.1,40.8,7.2,0,0,19.2,0,683.0,279.0,1,Stable
AG01550,Stable,72,7.8,70.2,35.9,5.0,3,0,6.3,0,2285.0,820.0,2,Developing
AG01551,Stable,7,3.7,82.9,37.7,6.7,2,0,16.3,0,1153.0,435.0,1,Stable
AG01552,Stable,8,4.9,76.5,35.1,7.6,2,1,15.1,0,938.0,329.0,1,Stable
AG01553,Stable,0,1.4,75.1,39.7,6.2,0,0,21.2,1,431.0,171.0,1,Stable
AG01554,Stable,41,7.4,72.7,41.9,7.4,1,0,7.8,0,2314.0,970.0,2,Developing
AG01555,Developing,18,7.4,70.3,33.0,5.9,1,0,11.8,0,1383.0,456.0,1,Stable
